CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
18.950.957/0001-64;01/07/2022;1;29/07/2022;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2430935830.75;1161233670.87;1.885.166.421.308;615.984.699.146.239;0.000209724550802544;0;0.010874;0.010874;0;0
18.950.957/0001-64;01/08/2022;1;31/08/2022;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2424553648.36;1201173395.38;1.885.166.421.308;637.171.011.430.694;0.000223469210217632;0;0.011039;0.011039;0;0
18.950.957/0001-64;01/09/2022;1;30/09/2022;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2431397189.63;1199138452.44;2.170.166.421.308;552.555.988.640.381;0.000207149349180285;0;-0.002955;-0.002955;0;0
18.950.957/0001-64;01/10/2022;1;31/10/2022;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2436905093.13;1211207940.55;2.170.166.421.308;558.117.538.202.431;0.000197;0;0.010065;0.010065;0;0
18.950.957/0001-64;01/11/2022;1;30/11/2022;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2444872805.28;1224015472.49;2.170.166.421.308;56.401.917.404.669;0.00019723682046999;0;0.010574;0.010574;0;0
18.950.957/0001-64;01/12/2022;1;30/12/2022;1;;1;;;;;;;;;;;;;;2619670002.72;1401535258.18;2.170.166.421.308;645.819.253.500.047;0.000196;0;0.145031;0.145031;0;0
18.979.895/0001-13;01/01/2022;1;31/01/2022;145003;144419;508;0;1;0;6;0;2;0;0;0;33;33;0;1;3219641260.13;2627597253.52;27972629;93.934.583;0.000901;0;0.003941;-0.005933;0.009874;0
18.979.895/0001-13;01/02/2022;1;25/02/2022;149925;149339;506;0;2;0;5;0;2;0;0;0;32;38;0;1;3129888957.16;2587635730.04;27972629;9.250.599;0.000914;0;-0.003883;-0.015208;0.011325;0
18.979.895/0001-13;01/03/2022;1;31/03/2022;155364;154772;508;0;1;0;4;0;1;0;2;0;31;40;0;5;3108662511.03;2612266966.14;27972629;93.386.537;0.000892;0;0.021382;0.009519;0.011863;0
18.979.895/0001-13;01/04/2022;1;29/04/2022;163235;162595;531;1;1;4;5;0;3;0;1;0;41;51;0;2;3133142833.53;2645082429.58;28585043;92.533.792;0.000879;0;0.002118;-0.009131;0.011249;0
18.979.895/0001-13;01/05/2022;1;31/05/2022;169448;168794;546;0;1;1;5;0;2;0;1;0;40;56;0;2;3388151001.73;2912457097.94;31782814;91.636.225;0.00086;0;0.002225;-0.0097;0.011925;0
18.979.895/0001-13;01/06/2022;1;30/06/2022;174484;173824;553;0;1;1;7;0;2;0;1;0;42;53;0;0;3318707562.47;2888420051.13;31782814;90.879.934;0.000892;0;0.0039;-0.008253;0.012153;0
18.979.895/0001-13;01/07/2022;1;29/07/2022;179238;178594;553;0;0;1;6;0;2;0;1;0;39;42;0;0;3283165393.44;2857998377.99;31782814;89.922.761;0.000875;0;0.001891;-0.010532;0.012423;0
18.979.895/0001-13;01/08/2022;1;31/08/2022;185235;184593;558;0;0;1;6;0;2;0;1;0;37;37;0;0;3309682088.62;2899539421.26;31782814;91.229.789;0.000858;0;0.026904;0.014535;0.012369;0
18.979.895/0001-13;01/09/2022;1;29/09/2022;192637;191979;580;0;1;1;7;0;1;0;1;0;35;32;0;0;3222494371.34;2918676624.71;31782814;91.831.913;0.000867;0;0.017791;0.0066;0.011191;0
18.979.895/0001-13;01/10/2022;1;31/10/2022;198618;197950;594;0;1;1;6;0;1;0;1;0;32;32;0;0;3183413885.26;2911469296.79;31782814;91.605.145;0.000871;0;0.00651;-0.002469;0.008979;0
18.979.895/0001-13;01/11/2022;1;30/11/2022;201658;200984;600;0;0;1;7;0;1;0;1;0;31;33;0;0;3193419790.74;2858127870.96;31782814;89.926.835;0.000846;0;-0.014914;-0.018321;0.003407;0
18.979.895/0001-13;01/12/2022;1;30/12/2022;202917;202261;576;0;0;1;6;0;1;0;0;0;35;37;0;0;3158594797.69;2821089520.99;31782814;88.761.477;0.000803;0;-0.006527;-0.012959;0.006432;0
19.026.454/0001-60;01/01/2022;1;31/01/2022;1;;;;;;;;;;;;;;;;145716938.87;145680996.86;10.247.502.575.793;142.162.439.855.475;4,42E+09;;0.007107;0.007107;;
19.026.454/0001-60;01/02/2022;1;25/02/2022;1;;;;;;;;;;;;;;;;147488140.96;147448742.47;10.247.502.575.793;143.887.490.029.335;4,37E+09;;0.012134;0.012134;;
19.026.454/0001-60;01/03/2022;1;31/03/2022;1;;;;;;;;;;;;;1;;;148698518.22;148655117.49;10.247.502.575.793;145.064.728.103.761;4,34E+09;;0.008181;0.008181;;
19.026.454/0001-60;01/04/2022;1;29/04/2022;1;;;;;;;;;;;;;;;;150740082.13;150693224.92;10.247.502.575.793;147.053.610.189.836;4,28E+09;;0.01371;0.01371;;
19.026.454/0001-60;01/05/2022;1;31/05/2022;1;;;;;;;;;;;;;;;;152947384.37;152892705.49;10.247.502.575.793;149.199.967.854.771;4,22E+09;;0.007613;0.007613;;
19.026.454/0001-60;01/06/2022;1;30/06/2022;1;;;;;;;;;;;;;1;;;153947441.1;153890615.81;1.024.750.257;150.173.776.253.076;4,19E+09;;0.006526;0.006526;;
19.026.454/0001-60;01/07/2022;1;29/07/2022;1;;;;;;;;;;;;;;;;155947402.8;155878992.99;1.024.750.257;152.114.129.198.994;6,31E+09;;0.01292;0.01292;;
19.026.454/0001-60;01/08/2022;1;31/08/2022;1;;;;;;;;;;;;;;;;156959771.97;156843056.48;10.247.502.575.793;153.054.908.081.214;0.000355719413100792;;0.006184;0.006184;;
19.026.454/0001-60;01/09/2022;1;30/09/2022;1;;;;;;;;;;;;;1;;;158065570.03;157946708.13;1.024.750.258;154.131.903.746.249;0.000353233825893222;;0.007036;0.007036;;
19.026.454/0001-60;01/10/2022;1;31/10/2022;1;;;;;;;;;;;;;;;;160085195.17;160002006.31;10.247.502.575.793;156.137.561.446.398;0.000348696377543567;;0.013012;0.013012;;
19.026.454/0001-60;01/11/2022;1;30/11/2022;1;;;;;;;;;;;;;;;;161460897.59;161375664.53;10.247.502.575.793;157.478.042.417.093;0.000345728212258597;;0.008585;0.008585;;
19.026.454/0001-60;01/12/2022;2;30/12/2022;1;;;;;;;;;;;;;1;;;149286019.01;149197761.04;1.024.750.258;145.594.265.407.836;0.000373947434673917;;-0.009358;-0.009358;;
19.107.604/0001-60;01/01/2022;1;31/01/2022;33;25;1;;;1;;;;6;;;;;;;45938410.22;44128028.22;290000;152.165.614.551.724;0.001323;;-0.002044;-0.002044;;
19.107.604/0001-60;01/02/2022;1;25/02/2022;35;26;1;;;1;;;;7;;;;;;;46006602.85;44135940.94;290000;152.192.899.793.103;0.001196;;0.000179;0.000179;;
19.107.604/0001-60;01/03/2022;1;31/03/2022;35;26;1;;;1;;;;7;;;;;;;45906602.8;43967322.16;290000;151.611.455.724.138;0.00139;;-0.00382;-0.00382;;
19.107.604/0001-60;01/04/2022;1;29/04/2022;37;28;1;;;1;;;;7;;;;;;;45806602.74;43807234.41;290000;151.059.429;0.0012;;-0.003641;-0.003641;;
19.107.604/0001-60;01/05/2022;1;31/05/2022;38;29;1;;;1;;;;7;;;;;;;45706602.68;43611089.33;290000;150.383.066.655.172;0.001391;;-0.004477;-0.004477;;
19.107.604/0001-60;01/06/2022;1;30/06/2022;38;29;1;;;1;;;;7;;;;;;;45606602.86;43445940.9;290000;149.813.589.310.345;0.001327;;-0.003787;-0.003787;;
19.107.604/0001-60;01/07/2022;1;29/07/2022;6;;1;;;;;;;5;;;;;;;45506602.8;43281013.06;290000;14.924.487.262.069;0.001327;;-0.003796;-0.003796;;
19.107.604/0001-60;01/08/2022;1;31/08/2022;6;;1;;;;;;;5;;;;;;;45506602.8;43238325.61;290000;149.097.674.517.241;0.00145;;-0.000986;-0.000986;;
19.107.604/0001-60;01/09/2022;1;30/09/2022;6;;1;;;;;;;5;;;;;;;45506602.8;43166179.23;290000;148.848.893.896.552;0.001324;;-0.001669;-0.001669;;
19.107.604/0001-60;01/10/2022;1;31/10/2022;6;;1;;;;;;;5;;;;;;;45506602.8;43104334.23;290000;148.635.635.275.862;0.001261;;-0.001433;-0.001433;;
19.107.604/0001-60;01/11/2022;1;30/11/2022;6;;1;;;;;;;5;;;;;;;45506602.8;43042241;290000;148.421.520.689.655;0.001261;;-0.001441;-0.001441;;
19.107.604/0001-60;01/12/2022;1;30/12/2022;6;;1;;;;;;;5;;;;;;;45506602.8;42967967.54;290000;148.165.405.310.345;0.001387;0;-0.001726;-0.001726;0;
19.131.224/0001-60;01/01/2022;2;31/01/2022;1;;;;;;;;;;;;;;;;33109918.38;32974309.19;106.813.163.403;308.710.163.985.967;0.000432;0.000207;-0.000867;-0.000867;0;0
19.131.224/0001-60;01/02/2022;2;25/02/2022;1;;;;;;;;;;;;;;;;33228190.44;33182377.17;106.813.163.403;310.658.125.954.053;0.000429;0.000206;0.00631;0.00631;0;0
19.131.224/0001-60;01/03/2022;2;31/03/2022;1;;;;;;1;;;;;;;;;;33165712;33119898.73;106.813.163.403;310.073.193.928.734;0.00043;0.000206;-0.001883;-0.001883;0;0
19.131.224/0001-60;01/04/2022;1;29/04/2022;1;;;;;;;;;;;;;;;;33147675.39;33101862.12;106.813.163.403;309.904.332.625.264;0.00043;0.000206;-0.000545;-0.000545;0;0
19.131.224/0001-60;01/05/2022;1;31/05/2022;1;;;;;;;;;;;;;;;;33103408.6;33057595.33;106.813.163.403;309.489.900.652.746;0.00043;0.000207;-0.001337;-0.001337;0;0
19.131.224/0001-60;01/06/2022;1;30/06/2022;1;;;;;;1;;;;;;;;;;33054077.12;33008263.85;106.813.163.403;309.028.052.333.416;0.000431;0.000207;-0.001492;-0.001492;0;0
19.131.224/0001-60;01/07/2022;1;29/07/2022;1;;;;;;;;;;;;;;;;32962701.33;32907498.41;106.813.163.403;308.084.671.978.508;0.000718;0.000208;-0.003053;-0.003053;0;0
19.131.224/0001-60;01/08/2022;1;31/08/2022;1;;;;;;;;;;;;;;;;32875042.07;32819839.15;106.813.163.403;307.263.993.541.438;0.00072;0.000208;-0.002664;-0.002664;0;0
19.131.224/0001-60;01/09/2022;1;30/09/2022;1;;;;;;1;;;;;;;;;;32827221.03;32772018.11;106.813.163.403;306.816.286.175.825;0.000721;0.000208;-0.001457;-0.001457;0;0
19.131.224/0001-60;01/10/2022;1;31/10/2022;1;;;;;;;;;;;;;;;;32796621.83;32731630.83;106.813.163.403;306.438.174.726.699;0.000722;0.000209;-0.001232;-0.001232;0;0
19.131.224/0001-60;01/11/2022;1;30/11/2022;1;;;;;;;;;;;;;;;;32743300.56;32685126.27;106.813.163.403;306.002.792.433.746;0.000723;0.000209;-0.001421;-0.001421;0;0
19.131.224/0001-60;01/12/2022;1;30/12/2022;1;1;;;;;;;;;;;;;;;32796621.83;32731630.83;106.813.163.403;306.438.174.726.699;0.000722;0.000209;-0.001232;-0.001232;0;0
19.213.231/0001-01;01/01/2022;1;31/01/2022;1;1;;;;;;;;;;;;;;;76368797.74;76241708.04;13.063.406.741.344;583.628.065.401.231;0.00023;0;-0.000613;-0.000613;0;0
19.213.231/0001-01;01/02/2022;1;25/02/2022;1;1;;;;;;;;;;;;;;;76328408.69;76198318.99;13.067.692.391.463;583.104.627.101.413;0.00023;0;-0.000896;-0.000896;0;0
19.213.231/0001-01;01/03/2022;1;31/03/2022;1;1;;;;;;;;;;;;;;;76292120.08;76162030.38;13.071.638.647.754;582.650.977.680.494;0.00023;0;-0.000777;-0.000777;0;0
19.213.231/0001-01;01/04/2022;1;29/04/2022;1;1;;;;;;;;;;;;;;;76256095.9;76126006.2;13.074.672.126.988;582.240.269.282.661;0.00023;0;-0.000705;-0.000705;0;0
19.213.231/0001-01;01/05/2022;1;31/05/2022;1;1;;;;;;;;;;;;;;;76219814.25;76089724.55;13.079.889.529.795;581.730.636.001.729;0.00023;0;-0.000875;-0.000875;0;0
19.213.231/0001-01;01/06/2022;1;30/06/2022;1;1;;;;;;;;;;;;;;;76162124.13;76031594.43;13.079.889.529.795;581.286.212.370.569;0.00023;0;-0.000764;-0.000764;0;0
19.213.231/0001-01;01/07/2022;1;29/07/2022;1;1;;;;;;;;;;;;;;;76110905.66;75988551.62;13.082.929.723.832;580.822.134.063.584;0.00023;0;-0.000798;-0.000798;0;0
19.213.231/0001-01;01/08/2022;1;31/08/2022;1;1;;;;;;;;;;;;;;;76066045.34;75941917.34;13.085.972.164.149;580.330.726.577.994;0.00023;0;-0.000846;-0.000846;0;0
19.213.231/0001-01;01/09/2022;1;30/09/2022;1;1;;;;;;;;;;;;;;;76044420.21;75918672.5;1.309.206.132.677;579.883.263.644.398;0.00023;0;-0.000771;-0.000771;0;0
19.213.231/0001-01;01/10/2022;1;31/10/2022;1;1;;;;;;;;;;;;;;;58857552.32;58730262.03;1.309.206.132.677;448.594.461.667.478;0.0003;0;-0.226406;-0.226406;0;0
19.213.231/0001-01;01/11/2022;1;30/11/2022;1;1;;;;;;;;;;;;;;;58830725.73;58701892.87;13.096.002.013.037;448.242.851.608.931;0.0003;0;-0.000783;-0.000783;0;0
19.213.231/0001-01;01/12/2022;1;30/12/2022;1;1;;;;;;;;;;;;;;;58797419.04;58649221.86;13.096.002.013.037;447.840.660.085.536;0.0003;0;-0.000897;-0.000897;0;0
19.239.245/0001-02;01/01/2022;1;31/01/2022;1;;;;;;1;;;;;;;;;;1514542458.42;1222576551.25;436312;280.206.950.817.305;2,74E+09;3,04E+08;0.00567616557671879;0.00567616557671879;0;0
19.239.245/0001-02;01/02/2022;1;25/02/2022;1;;;;;;1;;;;;;;;;;1521411587.19;1230038335.47;436312;281.917.145.407.415;2,72E+09;3,02E+08;0.00610332679157888;0.00610332679157888;0;0
19.239.245/0001-02;01/03/2022;1;31/03/2022;1;;;;;;1;;;;;;;;;;1507712977.01;1216840882.12;436312;278.892.371.083.078;3,21E+09;3,05E+07;-0.0107293024692257;-0.0107293024692257;0;0
19.239.245/0001-02;01/04/2022;1;29/04/2022;1;;;;;;1;;;;;;;;;;1514396423.65;1223701467.84;436312;280.464.774.711.674;3,20E+09;3,04E+08;0.00563803026411192;0.00563803026411192;0;0
19.239.245/0001-02;01/05/2022;1;31/05/2022;1;;;;;;1;;;;;;;;;;1521128223.33;1230726694.56;436312;282.074.913.034.709;3,18E+09;3,53E+08;0.0057409645282207;0.0057409645282207;0;0
19.239.245/0001-02;01/06/2022;1;30/06/2022;1;;;;;;1;;;;;;;;;;1386215163.19;1096060002.26;436312;251.210.143.718.257;3,57E+08;3,97E+08;-0.109420469138475;-0.109420469138475;0;0
19.239.245/0001-02;01/07/2022;1;29/07/2022;1;;;;;;1;;;;;;;;;;1392880120.93;1102891021.28;436312;252.775.770.842.883;3,55E+09;3,94E+07;0.00623234038822118;0.00623234038822118;0;0
19.239.245/0001-02;01/08/2022;1;31/08/2022;1;;;;;;1;;;;;;;;;;1399612547.03;1109694850.16;436312;254.335.166.156.328;3,52E+09;3,92E+08;0.0061690853844325;0.0061690853844325;0;0
19.239.245/0001-02;01/09/2022;1;30/09/2022;1;;;;;;1;;;;;;;;;;1445445239.31;1155712218.52;436312;264.882.061.121.399;3,38E+09;3,76E+07;0.0414684887051313;0.0414684887051313;0;0
19.239.245/0001-02;01/10/2022;1;31/10/2022;1;;;;;;1;;;;;;;;;;1452114278.69;1162576853.1;436312;266.455.392.723.556;3,36E+09;3,74E+08;0.00593974388260121;0.00593974388260121;0;0
19.239.245/0001-02;01/11/2022;1;30/11/2022;1;;;;;;1;;;;;;;;;;1458838026.75;1169580604.83;436312;268.060.609.112.287;3,34E+08;3,72E+08;0.0060243344010531;0.0060243344010531;0;0
19.239.245/0001-02;01/12/2022;1;30/12/2022;1;;;;;;1;;;;;;;;;;1452806001.08;1155215045.14;436312;264.768.112.071.178;3,39E+09;3,76E+08;-0.00512;-0.012282;0.007162;0
19.249.956/0001-50;01/01/2022;1;31/01/2022;53;;;;;;;;;;;;;;;;14407436.12;14390152.36;14350;10.027.980.738.676;0.000635;0.000149;0.0105;0.0105;0;0
19.249.956/0001-50;01/02/2022;1;25/02/2022;53;;;;;;;;;;;;;;;;14555836.49;14538553.42;14350;101.313.961.114.983;0.000629;0.000148;0.010313;0.010313;0;0
19.249.956/0001-50;01/03/2022;1;31/03/2022;53;33;19;;;;;;;;;;;1;;;14705314.12;14688030.36;14350;102.355.612.264.808;0.000622;0.000146;0.010281;0.010281;0;0
19.249.956/0001-50;01/04/2022;1;29/04/2022;53;;;;;;;;;;;;;;;;14846201.78;14813303.97;14350;103.228.599.094.077;0.000617;0.000145;0.008529;0.008529;0;0
19.249.956/0001-50;01/05/2022;1;31/05/2022;53;;;;;;;;;;;;;;;;14991061.4;14958007.22;14350;104.236.984.111.498;0.000611;0.000144;0.009768;0.009768;0;0
19.249.956/0001-50;01/06/2022;1;30/06/2022;53;33;19;;;;;;;;;;;1;;;15162511.89;14250379.65;14350;99.305.781.533.101;0.000642;0.000151;0.011947;-0.047308;0.059255;0
19.249.956/0001-50;01/07/2022;1;29/07/2022;53;;;;;;;;;;;;;;;;14426657.64;14400859.83;14350;100.354.423.902.439;0.000635;0.000149;0.01056;0.01056;0;0
19.249.956/0001-50;01/08/2022;1;31/08/2022;53;;;;;;;;;;;;;;;;14567537.87;14550254.11;14350;10.139.549.902.439;0.000628;0.000148;0.010374;0.010374;0;0
19.249.956/0001-50;01/09/2022;1;30/09/2022;53;33;19;;;;;;;;;;;1;;;14717639.64;14700355.88;14350;102.441.504.390.244;0.000622;0.000146;0.010316;0.010316;0;0
19.249.956/0001-50;01/10/2022;1;31/10/2022;53;;;;;;;;;;;;;;;;14865029.19;14847745.43;14350;103.468.609.268.293;0.000616;0.000145;0.010026;0.010026;0;0
19.249.956/0001-50;01/11/2022;1;30/11/2022;53;;;;;;;;;;;;;;;;15013999.52;14996715.76;14350;104.506.730.034.843;0.00061;0.000143;0.010033;0.010033;0;0
19.249.956/0001-50;01/12/2022;1;30/12/2022;53;33;19;;;;;;;;;;;1;;;15165224.63;14258087.18;14350;99.359.492.543.554;0.000641;0.000151;0.010019;-0.049253;0.059272;0
19.249.989/0001-08;01/01/2022;1;31/01/2022;106;;;;;;;;;;;;;;;;168376076.48;165660378.92;14.898.585.286.426;111.192.019.735.546;0.000195;0;-0.001972;-0.001972;0;0
19.249.989/0001-08;01/02/2022;1;25/02/2022;106;;;;;;;;;;;;;;;;167872503.19;165393650.52;14.898.585.286.426;111.012.990.388.214;0.000111;0;-0.00161;-0.00161;0;0
19.249.989/0001-08;01/03/2022;1;31/03/2022;106;79;2;;;;;;2;;;;3;18;;2;167339742.55;165080218.53;14.898.585.286.426;110.802.613.373.233;0.000202;0;-0.001895;-0.001895;0;0
19.249.989/0001-08;01/04/2022;1;29/04/2022;106;;;;;;;;;;;;;;;;166887821.87;164816444.57;14.898.585.286.426;110.625.567.059.822;0.000112;0;-0.001598;-0.001598;0;0
19.249.989/0001-08;01/05/2022;1;31/05/2022;105;;;;;;;;;;;;;;;;166068832.93;164758495.83;14.898.585.286.426;110.586.671.594.994;0.000214;0;-0.000352;-0.000352;0;0
19.249.989/0001-08;01/06/2022;1;30/06/2022;105;78;3;;;;;;2;;;;3;18;;1;168566235.98;167041414.86;14.898.585.286.426;112.118.977.505.999;0.000211;0;0.013856;0.013856;0;0
19.249.989/0001-08;01/07/2022;1;29/07/2022;105;;;;;;;;;;;;;;;;169552607.13;168021617.89;149011;112.757.862.097.429;0.000216;0;-0.001785;-0.001785;0;0
19.249.989/0001-08;01/08/2022;1;31/08/2022;105;;;;;;;;;;;;;;;;169252650.39;167695538.81;149011;112.539.033.232.446;0.000217;0;-0.001941;-0.001941;0;0
19.249.989/0001-08;01/09/2022;1;30/09/2022;105;78;4;;;;;;1;;;;4;17;;1;168933584.57;167404940.99;149011;112.344.015.535.766;0.000217;0;-0.001733;-0.001733;0;0
19.249.989/0001-08;01/10/2022;1;31/10/2022;105;;;;;;;;;;;;;;;;168636062.02;167119868.52;149011;11.215.270.585.393;0.000218;0;-0.001703;-0.001703;0;0
19.249.989/0001-08;01/11/2022;1;31/10/2022;105;;;;;;;;;;;;;;;;167083538.83;166877195.97;149011;111.989.850.393.595;0.000127;5.8E-05;-0.001452;-0.001452;0;0
19.249.989/0001-08;01/12/2022;1;30/12/2022;105;78;3;;;;;;1;;;;3;18;;2;166805625.15;160099282.29;149011;107.441.250.840.542;0.000227;0;-0.001665;-0.040616;0.038951;0
19.267.845/0001-76;01/01/2022;1;31/01/2022;1;;;;;;;;;;;;;;;;101953144.2;98019529.85;2.789.037.529.457;351.445.718.513.094;0.000269332327773198;;0.004119;0.004119;;
19.267.845/0001-76;01/02/2022;1;25/02/2022;1;;;;;;;;;;;;;;;;102432306.12;98495918.63;2.789.037.529.457;353.153.794.417.303;0.000263904234424622;;0.004853;0.004853;;
19.267.845/0001-76;01/03/2022;1;31/03/2022;1;;;;;;;;;;;;;1;;;95928030.37;91976833.86;2.789.037.529.457;329.779.835.834.289;0.000331115007137081;;0.004641;0.004641;;
19.267.845/0001-76;01/04/2022;1;29/04/2022;1;;;;;;;;;;;;;;;;89708677.4;85788346.7;2.789.037.529.457;307.591.223.832.338;0.000292293195574545;;-0.067283;-0.067283;;
19.267.845/0001-76;01/05/2022;1;31/05/2022;1;;;;;;;;;;;;;;;;90086848.13;86169962.57;2.789.037.529.457;308.959.494.664.012;0.000303570283888079;;0.004448;0.004448;;
19.267.845/0001-76;01/06/2022;1;30/06/2022;1;;;;;;;;;;;;;1;;;90026515.58;86108373.09;278.903.752;308.738.668.707.476;0.000297010953548838;;-0.000714;-0.000714;;
19.267.845/0001-76;01/07/2022;1;29/07/2022;1;;;;;;;;;;;;;;;;90082075.94;86162069.26;278.903.752;30.893.119.451.473;0.000297101499764979;;0.000623;0.000623;;
19.267.845/0001-76;01/08/2022;1;31/08/2022;1;;;;;;;;;;;;;;;;93846951.19;88465820.18;2.852.005.840.043;310.188.075.136.151;0.000298420338457094;;0.004068;0.004068;;
19.267.845/0001-76;01/09/2022;1;30/09/2022;1;;;;;;;;;;;;;1;;;93832471.66;88449972.77;2.852.005.840.043;310.132.509.296.217;0.000151498068120886;;-0.000179;-0.000179;;
19.267.845/0001-76;01/10/2022;1;31/10/2022;1;;;;;;;;;;;;;;;;93589249.31;88270200.47;2.852.005.840.043;309.502.172.929.173;0.000287077630560184;;-0.002032;-0.002032;;
19.267.845/0001-76;01/11/2022;1;30/11/2022;1;;;;;;;;;;;;;;;;93560197.43;88718073.29;285.426.119;310.826.751.247.667;0.000353201426022537;;0.004279;0.004279;;
19.267.845/0001-76;01/12/2022;1;30/12/2022;1;;;;;;;;;;;;;1;;;93545396.88;88700277.65;285.426.119;310.764.403.624.883;0.000365275068561186;;-0.0002;-0.0002;;
19.419.994/0001-03;01/01/2022;1;31/01/2022;1;;;;;;;;;;;;1;;;;2955725379.86;2955385631.1;1506194;196.215.469.660.615;4.5E-05;2.6E-05;0.000638;-0.004683;0.005321;0
19.419.994/0001-03;01/02/2022;1;25/02/2022;1;;;;;;;;;;;;;;;;2970544982.83;2970212648.89;1506194;19.719.987.258.547;4.4E-05;2.4E-05;0.011175;0.005017;0.006158;0
19.419.994/0001-03;01/03/2022;1;31/03/2022;1;;;;;;;;;;;;;1;;;2955817625.39;2955476730.92;1506194;196.221.518.006.313;4.5E-05;2.8E-05;0.000813;-0.004961;0.005774;0
19.419.994/0001-03;01/04/2022;1;29/04/2022;1;;;;;;;;;;;;;1;;;2972291101.19;2971939804.99;1506194;197.314.542.813.874;4.4E-05;2.4E-05;0.016042;0.00557;0.010472;0
19.419.994/0001-03;01/05/2022;1;31/05/2022;1;;;;;;;;;;;;;;;;2968367943.98;2968023658.9;1506194;19.705.454.004.597;4.4E-05;2.8E-05;0.004234;-0.001318;0.005552;0
19.419.994/0001-03;01/06/2022;1;30/06/2022;1;;;;;;;;;;;;;1;;;2967762331.55;2966610119.48;1506194;196.960.691.616.087;4.4E-05;2.6E-05;0.00537;-0.000476;0.005846;0
19.419.994/0001-03;01/07/2022;1;29/07/2022;1;;;;;;;;;;;;;;;;2971484634.94;2971143900.08;1506194;197.261.700.689.287;4.43E-05;2.63E-05;0.007326;0.001528;0.005798;0
19.419.994/0001-03;01/08/2022;1;31/08/2022;1;;;;;;;;;;;;;;;;2972330589.25;2971855619.64;1506194;197.308.953.537.194;8.6E-05;2.87E-05;0.006739;0.000239;0.0065;0
19.419.994/0001-03;01/09/2022;1;30/09/2022;1;;;;;;;;;;;;;1;;;2973335374.77;2972994925.67;1506194;197.384.594.924.027;4.4E-05;2.6E-05;0.006103;0.000383;0.00572;0
19.419.994/0001-03;01/10/2022;1;31/10/2022;1;;;;;;;;;;;;;1;;;2954786663.26;2954449769.14;1506194;196.153.335.436.205;4.45E-05;2.52E-05;0.000938;-0.006238;0.007176;0
19.419.994/0001-03;01/11/2022;1;30/11/2022;1;;;;;;;;;;;;;;;;2970067992.2;2969607368.48;1506194;19.715.968.649.988;8.6E-05;2.5E-05;0.012306;0.00513;0.007176;0
19.419.994/0001-03;01/12/2022;1;30/12/2022;1;;;;;;;;;;;;;1;;;2780087476.46;2779871270.31;1506194;184.562.630.730.835;1.3E-06;2.93E-05;-0.054801;-0.063893;0.009092;0
19.442.626/0001-86;01/01/2022;1;31/01/2022;1;;;;;;;;;;;;;;;;4058819.13;4016453.76;187470;214.245.146.423.428;0.007551;0.003251;-0.012386;-0.012386;0;0
19.442.626/0001-86;01/02/2022;1;25/02/2022;1;;;;;;;;;;;;;;;;3976551.9;3933345.28;187470;209.811.984.850.909;0.00771;0.00332;-0.020692;-0.020692;0;0
19.442.626/0001-86;01/03/2022;1;31/03/2022;1;;1;;;;;;;;;;;;;;3670516.33;3628150.96;187470;193.532.349.709.287;0.008359;0.003599;-0.077592;-0.077592;0;0
19.442.626/0001-86;01/04/2022;1;29/04/2022;1;;;;;;;;;;;;;;;;3217912.1;3175546.73;187470;169.389.594.601.803;0.00955;0.004112;-0.124748;-0.124748;0;0
19.442.626/0001-86;01/05/2022;1;31/05/2022;1;;;;;;;;;;;;;;;;3188980.18;3146614.81;187470;167.846.311.943.244;0.009638;0.00415;-0.009111;-0.009111;0;0
19.442.626/0001-86;01/06/2022;1;30/06/2022;1;;1;;;;;;;;;;;;;;3158838.71;3111406.52;187470;165.968.235.984.424;0.009747;0.004197;-0.011189;-0.011189;0;0
19.442.626/0001-86;01/07/2022;1;29/07/2022;1;;;;;;;;;;;;;;;;3129464.54;3076121.06;187470;164.086.043.633.648;0.009859;0.004245;-0.011341;-0.011341;0;0
